text,aspectTerms
Updating my Disney movies to Blu Ray. was happy this came out for Christmas at a price I was willing to pay. Grand kids love it.  Not as good as the other Lion King movies,
"We have owned this in VHS, DVD and now blu ray.<br />My daughter wore out the VHS back in the 80s. so as they aged we got he DVD. Kids are much older but still like Disney for a good viewing.<br />it was time to upgrade to Blu Ray (Disney has us) since now our Grandson is getting of age to start watching.<br />the blu ray was better quality than the VHS and DVD. It reminded me of watching this at the theater as a kid with my parents way back when.<br /><br />we'll continue to upgrade as long as the quality continues to improve on the classics.",
I bought this as a Christmas present to my granddaughter and she LOVES it.  She started out being able to be very creative with its easy-to-follow directions and on-screen information.  It was so much fun watching her be creative.,
"Husband bought these for me for our 25th Anniversary. There are a lot of them. They were really good. Not as fresh as they could have been, but still good.",
"This is one of the better Pokemon games I've played, hours of fun even after the story line is played. The Pokedex is always fun to complete.",
"I am really enjoying this device, it enables multitasking of gaming and television. Being able to watch HULU and Netflix as well as Nintendo tv is great.  I enjoy the simplicity and complexity the device has.",
"SD chip for Switch.  You're gonna need several I guess.  This one works as good as any.  So far, I've only used one.",
"I purchased a Switch to be able to play with my grandsons online possibly, I did purchase a few games I thought I might like to play on my own.  This one is monoploy, risk and trivial pursuit.  I like monopoly and trivial pursuit... not a fan of risk.  I found Monopoly a bit too complicated with super too much special effects.. overwhelming and moves a bit slow because you're always waiting (even if you chose fast options) for the game to do it's ""moves.""  Eh.  Trivial pursuit was sort of fun - it picks your fellow contestants - you chose the number of opponents.  I didn't open risk as it is not a game I like.  Overall, it's ok.  In my personal opinion - should be about 1/2 the price.  But it's a Switch game so, they are basically the same price - good or not.",
"I actually purchased this so that I could have the chance to possibly play games with grandsons via the internet... so far I haven't done that.. and I have only played the Animal pet game ... it is interesting - but honestly, it's been sitting for a couple of weeks in it's charger and I haven't played it as long.  It is fun to play in your hand or on your tv... but I will say it doesn't ""consume"" me or grab my attention.  I did set it all up on my own and I am NOT technically brilliant - 60 years old.  If I can do it, you can too.  I had thought that because of the virus I would need some thing new to be a distraction, but I'd rather ride my bike or take a walk!  Ha.  I think it is a fun distraction - but apparently not every day.",
I just purchased a switch in order to play with my grandsons who live in another state.  This set seemed like a good idea.  I really have no idea what I will like/need.  This set has a LOT of stuff.  I bet there will be something I need in it.  If for nothing else it has a holder for all the game chips you'll soon have!  I never hesitate to update my reviews should new info seem useful and I will do that as I learn more about my new game system!,
"I am HUGE Pirates fan AND a Johnny Depp fan... so double bonus for me.  You have to own all 4 if you're going to watch them. Each one good in it's own way.  Clearly the first is one of the best.  However, I personally love the last of the 4 so far.  I love the mermaids.  Oooo.  Watch out guys.  In any case... I would say ok for age 8 and up... but that is a personal thought... to each their own I don't judge.",
"I still own my Wii which works perfectly and I LOVE the Just Dance game discs.  I have 5.  Honestly, I consider them exercise, but fun.  Each disc has several &#34;levels&#34; of effort and using the top songs of the year which also adds to the fun.  If you have a Wii, these are just a must have.  We use them at family gatherings too.",
"Stopped working an hour after my son started playing, started freezing and couldn't get it to work. Ended up trashing it , temper temper.",
My grandson loved it,
"Initially it was a great product! Although I believe that the PS4 does not need a cooling device I purchased it for security, as a &#34;just in case&#34;!  But, after utilizing the device on my PS4 for a number of hours the small fans suddenly begin to make an enormous amount of noise! At times the noise from the fans was louder than the music and sound effects coming from my surround sound system! I would not recommend this product, especially considering that it is not a necessity exclamation point I do not believe that the PlayStation 4 has any cooling issues!",
As expected,
As expected,
Kids love them and they work great,
I gave this to my son for his birthday...he said the controllers feel good and the buttons are good so one happy camper....no complaints from my gamer,
Bought this for playstation. Works great. Worth the money,
"I bought this for a non-gaming friend whose keyboard died. She loves it, especially that you can pick among 7 colors to suit your mood that day!",
Headset worked fairly well when new but less than 6 months later it has major connectivity issues.  It has basically stopped working. Will not purchase again.,
"This Is An Excellent Movie, Love It. I Saw It Quite A Long Time Ago, & It's Still Great.",
"Bought this for my boys to use and they love it. I’ve also used it and compared to a lot of others, the grip and handles are very comfortable. Good price and I got the insurance it offers for only $3. Can’t beat that.",
My son loves it it’s durable and has lots of room for games.,
Works great!,
My 2 grandchildren absolutely loved this gift.,
My son loves it! Glad we got it for him for Christmas. Would buy it for him again. Seems eaxy to use.,
Good quality,
"Boyfriend loves these, they protect his controllers from getting scuffed up",
Works great. Fast shipping.,
working great...no glitches..yeah!!,
"it would only download one game...there were supposed to be 5 games on the disc, but only the first game would download.",
WASTE OF TIME NOT ENOUGH LEVELS AND NOT EXPLANATION OF WHAT WINS THE STARS,
Horrible game. Need to be able to play without worrying about online control.,
works good,
Won’t loose the games  put it in box to safe !!,
I love it as used often,
It okay not much use for playing  but we use wii mostly of time ....,
My grandniece play once a while and like it so much,
My grand niece and i are enjoying with games ...,
It alright once awhile to play ...,
Authentic XBOX one controller.  Works perfectly! Cheaper than gamestop.,
"The single best thing about this controller is that it has the ability to wake up the switch. At this price point, that is not a given. However, this controller feels extremely cheap. It is much lighter than a premium controller, and has slippery plastic handles with no grips. Basically, it feels very cheap when you hold it.<br /><br />I've only had it for a week, but I am subtracting another star for drift. On one occasion, it was pulling left for no reason, and I had to restart the controller to fix the issue.<br /><br />Lastly, it's nice that there is a turbo feature, but it is not very intuitive. It doesn't provide enough feedback as you set up turbo, so it's hard to know where you are in the process.",
"it’s Thanos so we shouldn’t give him any stars because...well...it’s Thanos!<br />But as long as we keep him in the box, humanity just may survive.",
makes it alot eaiser to play games on laptop,
Nice little gift for Grandson,
Good game,
Fun game shipping and handling charges prices are good.,
Theses are goods.,
Is good. Like long time.,
"First it shorted one of my controllers, and then the charge port for the battery corroded and is completely useless now. All of my electronics are taken care of exactly as suggested by manufacturers. I always read 100% of manuals and care instructions",
"This must be a joke. The PSVR converter box doesn't even closely fit in this product that says "" Specially Designed for the PSVR. I truly cant believe that the company would even sell this. Very disappointed.",
"I was disappointed with this game. The strategy is very simple, limiting interaction and leaning heavily towards button-mashing.<br /><br />Obviously marketed towards a younger audience, it is little more than a rail shooter with isometric melee action sprinkled throughout. I was hoping for free-flight game play, especially with some kind of overworld map, delivered in an RPG-like fashion.<br /><br />I realize it was one of the first few 3DS titles, but it could be a lot better. The trailers and pre-release info were also misleading, indicating a far more exciting experience than what is actually provided.",
"This is a classic RTS (real time strategy) game set in space.<br /><br />It is to this day one of the best 3D space games there are. The 3D system is neither overwhelming nor simplistic. It allows realistic 3D movement, full control of an entire space armada, yet comes across as sleek and inviting, with a gentle and intuitive UI and fantastic graphics for its time. The strategy, especially in the single player campaign, can get a bit stale or seem oversimplified (swarms of enemy fighters seem impossible to kill, some missions are ridiculously difficult no matter how huge of an armada you throw at them), but overall it is worth playing. Multiplayer skirmish mode is highly recommended.<br /><br />This is a great choice for LAN parties.",
"I do indeed like this product, but I admit that when I ordered it, I was expecting the same exact feel of a real SNES controller. Either that's something that's difficult to replicate, or they designed this product for longer life, but it feels a little tougher and slightly less responsive than a real one. The buttons are a little harder to press and the whole thing looks a little more sturdy, but again I would much prefer one built like the original. It gets the job done though.",
"I returned it, I didn't realize a ""skin"" was a cover for the mouse, I thought it was a mouse with the print on it. It was cute, just wasnt clear on the product and there was no photo showing a sticker....",
"Arrived fast, priced fair, and works perfectly. I've been using this for a couple of months now with no issues.",
Sturdy plastic and vibrant colors make this a nice addition to our Wii U,
"Works perfectly. I've had this for a while now, and use it daily for about an hour. No issues at all. The extra long cord is a huge plus.",
Item arrived quickly and was exactly what my family wanted. The way this game was designed to have the plot flow with the decisions you make based on your own personality is genius. Unlike most other games where once you have beat the game the fun is over. With this game you feel like you want to play again and make different choices to see the outcome.,
I got this for my granddaughters quest and she says it works if fits but it's just too heavy After a while,
Always nice to have an extra battery handy and this 1 actually fits,
This is handy to have because everyone needs an extra battery when gaming,
This is just too bulky to wear And very Uncomfortable,
I got this for my granddaughters virtual reality game peace. She said it was okay when she 1st put it on but after wearing it a while it became very Uncomfortable So she had to take it off.,
"This is an ok headset. It is not scratchy sounding. The headset is a bit tight on a normal size head, maybe better for a teen. The sound quality is not bad for the price but it could be better. Volume control works good as does the mic. Padding on the headset keeps out about 85% of the noise. It is all size adjustable...",
"I picked this book up at a library used book sale. I read the blurb that it had a ghost in it and that's what I like. I have never read anything by him and also didn't know at the time that it was for a young adult. With all that being said, I must say I really enjoyed it. it was a well written mystery,but towards the end it had some confusing areas and the ending could have been different. all in all I was glad I got it and read it.",
was not for me but my grson said it worked fine since it was a used one..good sale and fast shipper,
"My son loves it.. committed himself to playing the online version to level 20 and begged until I bought the actual game. Kind of disappointed with the monthly payments.. didn't know about that but overall I'm happy with the purchase, shipping and the deal.",
"Frogwares' seventh installment of Sherlock Holmes is absolutely stunning. With incredibly lifelike modeling and rendering (you can practically count the pores on characters faces), a wide range of immersive environments with real-time effects (blowing leaves, running water, etc.), and plenty of intrigue to keep both Holmes and Watson busy, the game most certainly is afoot.<br /><br />Crimes and Punishments is not a linear story; rather, it is made up of six separate games loosely connected by the appearance of the Merry Men, a gang of terrorists. Several of the stories are taken from canon (Black Peter, Abbey Grange).<br /><br />As you play through the first case, on-screen guidance explains the gameplay basics. As Sherlock, you have several tools at your disposal, including a research library of encyclopedias and newspapers, a laboratory where you will be required to perform different types of chemical analyses, and Toby, the best nose in the British empire. You also have a full wardrobe of potential disguises including a makeup table; this will be of importance at several points in the game. At certain points, you have the chance to switch between Sherlock and Watson, a constable, and Toby, the “best nose in the British Empire.”<br /><br />There are several new features here from previous installments of Frogwares’ series, including Sherlock's mind palace, where you visually connect glowing synapses as new clues are unearthed, leading you to a series of possible conclusions as to the culprit(s). Depending on the conclusions you reach, various suspects will be pronounced guilty. Sherlock then has the additional responsibility of deciding whether to arrest or absolve each killer. Another feature is Sherlock's in-depth analysis of characters; you have the ability to slowly pan over each suspect, and Sherlock points out various facts that will enable you to unlock key plot points based on these observations. Sherlock also has two additional tools in his arsenal; one allowed you to observe details that others would miss (this is accomplished through a filter than also distorts background sounds), and the other allows you to mentally recreate an object (this is a mini puzzle in itself as each “mental object” requires manipulation to function).<br /><br />The locations range from grimy London alleys to Roman ruins, elaborate Chinese temples, and stately manors. Each felt totally unique and distinct from the others; in fact I was floored by the attention to detail and number of explorable areas as other detective games I have played give a much smaller venue.  In addition to puzzles (which range from frequently easy to very difficult), there are a series of mini-games that involve boxing, archery, chemical analysis, recreating objects, and a whole lot of lockpicking. These mini games can be skipped, which will drastically shorten the length of the game. It’s also obvious that the mini games were designed with console gaming in mind, as accomplishing some of them on a computer keyboard (without a joypad) is pretty much impossible, but I was able to accomplish most of them successfully.<br /><br />I found the length of the cases to be a bit uneven; for example, the first, second, and fourth cases felt shorter in comparison to the other three. I also felt the second case was the weakest of the six as the locations all felt extremely repetitive and I had deduced the basic plot very early into my investigation. The disguise feature is a great idea, but it seems to only have an effect at a couple of points in the game; it would have been interesting to see how suspects and NPCs reacted to Sherlock depending on his outfit at a given time. I would have also liked to see greater weight placed on the morality system; you are notified if you made the correct deduction, then told what percentage of fellow Steam gamers made the same judgment call. Once you make a final decision, the game erases all save points for that case, so if you want to see various endings, be sure to do so BEFORE accepting the final decision.<br /><br />There are also a number of awards that can be earned for accomplishing various cases, conversations, and minigames, which adds to the replay value.<br /><br />Voice acting was generally excellent, with dialogue that felt true to the characters and the period. The banter between Sherlock and Watson (and Sherlock's jibes at Lestrade and his brother Mycroft) felt true to the original stories. Even Mrs. Hudson makes an appearance, as do the Baker Street Irregulars and Bill Wiggins, who play a key role in several of the cases.<br /><br />Fans of BBC Sherlock, the original Conan Doyle stories, and detective novels in general (especially if you are a fan of the older Agatha Christie PC games as I am) will find much to recommend Sherlock; the graphics are simply stunning, the environments are totally immersive, and the replay value is high as there are so many potential outcomes, optional clues, minigames, and awards to earn. This is truly one of the best and most impressive PC games I have played in the last decade.",
"I had a free version of McAfee provided through AT&T that I had been using for many years until I was offered the chance to try the Total Protection version; so far, my computer has been infected with several adware / malware outbreaks that McAfee did not catch (instead, I had to resort to downloading and running Malwarebytes and SpyBot). Even while infected, the full McAfee scans came up &#34;clean&#34; each time. I had no issues with the PC install on Windows 8.1, but the &#34;free&#34; mobile McAfee app I started getting e-mails about did not work and I uninstalled it.<br /><br />Compared to other &#34;premium&#34; packages I've used in the past (including Endpoint), the interface is very, very basic and does not seem to allow for advanced options. I also wish this had a built-in Facebook wall scanner like Norton offers as FB is becoming a common place to download infected files through shared links, etc.<br /><br />And the fact that several Potentially Unwanted Programs / malware were not detected despite running the most recent version of detection files did not boost my confidence either; I think I'll stick with the free version provided by my Internet provider.",
"I've played nearly all of the 28 Nancy Drew games from Her Interactive; my favorites of all time were [[ASIN:B000V728P2 Nancy Drew: The Legend of the Crystal Skull]](due to the great creepy voodoo vibe and goth prince Harry), [[ASIN:B0018XU9SQ Nancy Drew: The Phantom of Venice]] and [[ASIN:B0041CASX2 Nancy Drew: Shadow at the Water's Edge]]. I loved the combination of culture, history, and mystery in these games.<br /><br />In Ghost of Thornton Hall, Nancy is called upon to find Jessalyn Thornton, a missing bride-to-be on Blackrock Island, ancestral home of the Thornton family. Thornton Hall is a dilapidated antebellum mansion flanked by skeletal moss-draped trees and a crypt / graveyard. Like CRY, you'll spend the entire game at night, which means lots of dark lighting (and ambiance). As other reviewers have pointed out, GTH felt a bit like a mashup of [[ASIN:B003BHGWMY Nancy Drew - Haunting of Castle Malloy]] and Legend of the Crystal Skull (missing bride-to-be + lots of time spent in graveyards / crypts).<br /><br />You'll spend much of the game untangling two separate mysteries: piecing together the puzzle of the missing bride-to-be as well as the death of Charlotte Thornton, whose ghost is said to haunt Blackrock Island. Nancy has the chance to interrogate several members of the Thornton family, although I would have liked to see more actual snooping (there's definitely much less snooping than in earlier games...and where do these people sleep / eat since no one apparently has a room at the house?).<br /><br />You're limited to three main locations; I would have liked a couple of extra rooms to explore within Thornton Hall (one humorous random ND moment: there's a tea set where you can make yourself unlimited tea, and then I realized that this was one of the few games without a bathroom!). A few more hotspots would have been nice, too (Jessalyn's purse is on the floor, but you can't explore it. Wait, shouldn't there be some evidence in there??). However, there are lots of animations and unexpected surprises that add some life to the creepy old mansion.<br /><br />SAW and CRY are definitely two of the spookier games in the series, but GTH has a sustained spookiness that pounces when you least expect it. Creepy events happen in every room at any moment, and combined with the eerie music (which has a great vocal / cello soundtrack), keep you on the edge of your seat. For me, the biggest cop-out was the supposed explanation for these at the end of the game...which wouldn't have explained all the sightings anyway. The game was morbid more than scary; there are several surprisingly dark subplots and possible endings for an ND game, and several of the conversations involve some pretty black humor on the part of one character in particular.<br /><br />The puzzles offered sufficient variety, but I would have liked to see more use made of the ghost hunting equipment that Savannah Woodham left for Nancy; it's pretty obvious that the hauntings are off the charts, but you only use it for one puzzle and then you're done (SAW was great about using EVP recorders and the like to try and capture evidence).<br /><br />If you're stuck, you can use the hint feature if you're playing as an Amateur Sleuth. Another cool touch is that there are three possible endings depending on how you play out the final scenario. It was fun playing through all three to see the different endings, which also added replay value. One feature that I liked was that you can instantly see which awards you've earned throughout the course of the game using the new trophy menu display; each time you earn a new award, you'll get a notification (there are A LOT of possible awards this time around, adding to the replay value). And there's FINALLY a feature that lets you fast-forward through conversations, which is especially handy if you're replaying the game.<br /><br />The game's atmosphere, music, graphics and story were great; it's definitely one of the best games from the last couple of years post-SAW, but it still seemed short compared to earlier games like Crystal Skull or Shadow at the Water's Edge. However, if you're a fan of ""spooky"" ND games like Mystery in a Haunted Mansion, Legend of the Crystal Skull or Shadow at the Water's Edge, you'll love Ghost of Thornton Hall!<br /><br />Pros:<br />Plot<br />Graphics<br />Music<br />Creepy atmosphere<br />New features (fast-forward through conversations, new trophy menu)<br />Replay value<br /><br />Cons:<br />Seemed short<br />Could have benefitted from a few extra rooms / locations to explore<br />You spend a lot of time backtracking, especially later in the game<br />Contains some pretty heavy / dark topics for younger players",
"To sum up this game in one word: tedious. That's unfortunate, since there was so much that could have been done with the setting and theme.<br /><br />**First impressions...**<br /><br />The first thing you notice is that the traditional ""Nancy's desk"" intro is gone. So, too, is any sort of exposition; I felt as if I'd just been dropped into the desert with no backstory or idea of what was going on. As you have conversations with the suspects and phone friends, you start to put the pieces together, but that came fairly late in the game for me.<br /><br />Most notably, there are very few settings and few hotspots to interact with. There are really only two main locations, the campsite and the tomb. You can pan around the camp, but despite several close-up shots, there's rarely anything to click on. Some background animations (palm branches waving in the desert wind, perhaps some glowing embers from the campfire, scuttling scarabs) would have done wonders to bring the dig site to life. Inside the main tent, it feels like wasted space. You can't pan, and there's nothing to explore inside the bunks. Even items that seemed like they should be explorable (like a purse left out in the open) aren't clickable. You see shelves in the tent; my first thought was, ""aha, supplies!"" but once again, there's no hotspots. There are several snooping puzzles that require you to go through personal belongings, and as mentioned above, there's hardly anything clickable despite lots of potential ""hotspots"" (a digital camera that I was sure would have incriminating evidence, a voice recorder like the one from SAW, but I couldn't click on either).<br /><br />**Puzzles**<br /><br />The puzzles are tedious; it felt like all I kept doing was finding and translating hieroglyphs. On the Amateur Sleuth level, you can skip all the hieroglyph translation by clicking on the ""quick translate"" button. Even some of the puzzles shamelessly repeat themselves during the course of the game. You're given several archeological tools appropriate for a dig site; it's a shame that the game didn't require you to make more use of them.<br /><br />I kept getting lost in the tunnels. True, you're given a map, but it lacks a ""you are here"" feature, and the tunnels look very similar in some cases. More importantly, there was no sense of foreboding, no sense that Nancy really is being stalked by an otherworldly curse. Nancy debunks the ""curse"" events almost immediately after they happen, which takes away any sense of suspense that would have otherwise been generated. I felt no sense of urgency, no hair standing up on the back of my neck, nothing that seemed creepy/spooky like the yurei in [[ASIN:B0041CASX2 Nancy Drew: Shadow at the Water's Edge]] (watery footprints, ghostly reflections, etc.).<br /><br />The character rendering and animation was generally good, but some of the mannerisms (Dylan's constantly putting his arm behind his head, Abdullah's accent) were grating and repetitive. Two of the character accents were particularly grating; Abdullah sounded like a close cousin of Antonio Banderas channeling Puss in Boots, and Jamila sounded like she just stepped out of a British boarding school (both are supposed to be Egyptian).<br /><br />**Chatting up the suspects**<br /><br />It didn't seem like there were many conversation branches to pursue, and some of the follow-up questions didn't make sense (a character would spend two or three minutes giving an answer, and the next question was ""why are you here?"").<br /><br />Some of the scripted conversations seemed a bit questionable. One involved a crack about the British Empire, and the other involved a scenario that sounded a lot like the Book of Revelation and the Rapture, if you subscribe to that sort of thing. This surprised me, as ND games are generally neutral towards political and religious themes.<br /><br />Character-wise, there seems to be more depth and backstory than in many ND games, and the ending is brilliant; you're never quite sure who the villain is until the very end (shades of Agatha Christie here).<br /><br />**Setting**<br /><br />I feel let down that modern-day Egypt was completely overlooked. Unlike [[ASIN:B0018XU9SQ Nancy Drew: The Phantom of Venice]] or [[ASIN:B0041CASX2 Nancy Drew: Shadow at the Water's Edge]], where you had traditional foods, games, etc. from Italy and Japan, there's nothing to tie TMB to modern Egypt, only the ancient past. You only deal with hieroglyphs and no modern Arabic. A little of both would have worked wonders. It would have been awesome for Nancy to visit a traditional Cairo souk (market), ride a camel to see the pyramids and Sphynx at Giza (even a cutscene would have sufficed) or have to travel between the dig site and a museum to interview / look for clues. Instead, you're confined to one location with few people to talk to, mostly phone friends, which grew old quickly, but the remoteness of the dig site is a central part of the plot.<br /><br />The problem with TMB is that the temples and Egyptian artifacts lack any kind of context or historical explanation. I would have preferred to see TMB be more like [[ASIN:B000066ST3 Nancy Drew: Secret of the Scarlet Hand]], where Nancy was an intern in a museum. There, the educational games felt natural and I learned a lot at the same time. Another good example of the ancient Egyptian genre is [[ASIN:B0017AJMX8 Dracula Origin]]; it had one part that was set in modern Egypt; there you got to hunt for artifacts in the museum, translate hieroglyphs, and it was actually fun.<br /><br />**The new interface**<br /><br />I thought the new interface worked well and made it easy to access important information. The Hints Hotline was in use almost constantly, since I was frequently stuck (it progressively gives you hints until you have the option to see the full solution; this is done in red font, so you can avoid seeing the complete solution if you choose).<br /><br />Also, I  had some issues with the scrolling text boxes during conversations. The letters on the left-hand side kept getting chopped off, so you'd have to guess at the first letter or two of words. Not a major issue, but a bit annoying nonetheless.<br /><br />There are also phone charms to collect, but these seemed totally out of place in Ancient Egypt. In SAW, when you're in Japan, cell phone charms are all the rage and it makes sense to see them in the game, but it seemed out of place in an Egyptian tomb.<br /><br />**Final verdict:**<br /><br />Since I've always been interested in Egypt, there is some replay value; the graphics are simply gorgeous, and you'll see plenty of familiar names and faces from Ancient Egyptian culture, but if you're looking for edge-of-your seat drama like SAW, sadly Nancy won't find it in Egypt. The plot kind of grew on me as the game progressed, but more explorable areas, particularly above-ground, would have gone a long way to making TMB feel less claustrophobic.<br /><br />The teaser for ND27 looks promising!<br /><br />Pros:<br />+ Beautiful graphics<br />+ Music<br />+ Ancient Egyptian culture<br /><br />Cons:<br />- Accents<br />- Lack of hotspots / animation<br />- Lack of areas to explore<br />- Repetitive puzzles",
"Shadow at the Water's Edge (SAW) is Nancy Drew's 23rd mystery with Her Interactive, and it's one of the most impressive in terms of story, puzzles, and spooky ambience. Nancy is taking a well-deserved vacation at the Ryokan Hiei, a traditional inn in Kyoto, Japan. From the moment Nancy arrives, there are spooky omens, and the Shimizu family isn't very talkative about the family tragedy that hangs over the ryokan. Part of Nancy's job is to teach English through the Japan Teacher Exchange program, so you'll have various homework assignments to grade in the evenings. Because you're teaching all day, the game takes place at night, adding to the creepy atmosphere.<br /><br />Shadow at the Water's Edge is one of the scariest games next to Curse of Blackmoor Manor (note that the game is rated E (10+), so there's no gore or violence, but there are some heart-stopping moments). Various paranormal phenomena follow Nancy as she attempts to discover the secrets hiding inside the ryokan, and these were genuinely scary, since several were still unexplained after the finale. This is also one of the longest Nancy Drew games, with ample opportunity for sleuthing, snooping, and interviewing. You'll have the opportunity to hop on the subway as well as conduct phone interviews in your quest for the truth behind the hauntings.<br /><br />The game designers did a good job on incorporating Japanese culture into the game. You'll find Harajuku-inspired fashion, traditional Japanese gardens, cute cell phone charms, and customizable cell phone avatars that you can assign to your cell contacts (design enough, and you can win an award at the end of the game). I loved the little authentic touches, like the very Japanese hot water heater perched over Yumi's apartment sink. Nancy also has a Japanese-English dictionary to help her translate written items. The in-game music ranges from soothing, traditional Japanese instrumentals to ominous taiko drumming and sudden, eerie starts and stops that will make the hair stand up on the back of your neck.<br /><br />Gameplay is nonlinear. You can advance the game by setting your cell phone alarm; some actions can only be accomplished at certain times. There are numerous logic puzzles based on Japanese favorites like sudoku, renograms, and nonograms, along with several Japanese cultural lessons offered. If you're not a fan of sudoku and math puzzles, consider yourself warned, as you'll spend most of the game solving a variety of them. This is also one of the more difficult Nancy Drew games; I played the game on the Junior level, and ended up resorting to a walkthrough. Because of the two difficulty levels (Junior and Senior Detective), length of the game and the many opportunities for exploration (including at least three Easter eggs), the replay value is high.<br /><br />The team at Her Interactive obviously listened to fan feedback; gone are the endless list of chores and filler puzzles (you have the option to complete additional puzzles, but aren't required to do so). Nancy actually gets to snoop around...at night. There's a definite sense of danger; you can die, but there's a handy second chance feature. All of the suspects have something to hide; you'll find your opinion constantly changing based on what you unearth in your explorations. The finale (there are two possible endings based on how you react) was satisfying, as was the trailer for the next game in the series. This is the perfect game to play on Halloween and a fine return to form for Her Interactive.",
"""Warnings at Waverly Academy"" (WAC) is Nancy Drew's 21st adventure with HerInteractive. In WAC, Nancy goes undercover at Waverly Academy, a posh girls-only boarding school in New York. Some of the girls have been getting threatening notes from ""the Black Cat,"" which are then followed by malicious accidents. Nancy, as Becca Sawyer, has been asked by the school's headmistress to investigate.<br /><br />Unlike the previous installments [[ASIN:B001ANDJJU Nancy Drew: The Haunting of Castle Malloy]] and [[ASIN:B0026EV5FW Nancy Drew: Ransom of the Seven Ships]], there are five characters (suspects) that you have to befriend: Izzy Romero, Mel Corbalis, Leela Yadav, Corine Myers, and Rachel Hubbard. True, the girls fall into somewhat predictable stereotypes (the jock, the Queen Bee, the Goth girl), but they've been given distinct personalities with backstories.<br /><br />The first comparison that springs to mind is the benchmark of Nancy Drew games, [[ASIN:B0002ZALES Nancy Drew: Curse of Blackmoor Manor]]. The game is not nearly as long (or difficult!) as Blackmoor Manor. Other than the fact that both games take place in drafty Gothic buildings, there's really not much in common.<br /><br />The school grounds are compact and make for easy (if limited) exploration. Inside the school, you have access to about ten or so rooms during the course of the game, along with limited space outside. I would have liked to see more areas to explore, particularly outside (there's an inviting-looking gazebo I kept wanting to explore). The puzzles fit well into the storyline. There's some filler in the form of ""you scratch my back, I'll scratch yours"" puzzles; if Nancy wants access to a particular item, she has to do something for another girl first. But these puzzles fit well and are subject-related (a science puzzle, a math problem or two). You're also responsible for working in the school's snack shop (you have to do it at least once a (game) day or you get demerits).  You can die (there's a handy Second Chance feature) or get expelled (say, for pulling the fire alarm, too many noise violations, picking locks, or sneaking out at night), but it's smooth sailing for the most part.<br /><br />Even though Nancy has had plenty of techno-tools in her arsenal in previous games, WAC felt totally current: you keep in touch with the other girls via Twitter, there's mention of MySpace (called URSpace), and part of your job is to help with the school's website. HerInteractive even did a cool ""Watching Waverly"" Twitter soap opera before the game's launch (the Twitter script can be read at  twitter dot com/HerInteractive/watchingwaverly And the school has a ""website"" at warningsatwaverlyacademy dot com (the campus map got my hopes up that it would be explorable).<br /><br />Overall, WAC was short, but fun. You really get a feel for the girls, the school, and the mystery. The historical storyline tied in well with the overall theme. The graphics look great, particularly the character animations (special mention to the modeling of Rachel; I thought I was watching a movie during cutscenes, she was so realistic). The music was perfect without being intrusive. There's a fun Easter Egg that you can find (there's probably more), and references to earlier ND games (including the ever-present Koko Kringles). And there's not much in the way of scare factor, so this is a good choice for younger gamers (much less of an emphasis on the supernatural than Blackmoor or [[ASIN:B000V728P2 Nancy Drew: The Legend of the Crystal Skull]]).",
